country,region,vintage,wsscore,rpscore,wescore,score,status
Italy,Piedmont,2000,93,95,95,94,Drink
Italy,Piedmont,1999,94,93,92,93,Drink or hold
Italy,Piedmont,1998,91,92,95,93,Drink
Italy,Piedmont,1997,93,93,93,93,Drink
Italy,Piedmont,1996,98,97,97,97,Drink or hold
Italy,Piedmont,1995,88,87,88,88,Drink
Italy,Tuscany/Bolgheri,2018,90,88,88,89,Hold
Italy,Tuscany/Bolgheri,2017,89,87,88,88,Drink or hold
Italy,Tuscany/Bolgheri,2016,96,96,91,94,Drink or hold
Italy,Tuscany/Bolgheri,2015,97,95,91,94,Drink or hold
Italy,Tuscany/Bolgheri,2014,89,86,85,87,Drink or hold
Italy,Tuscany/Bolgheri,2013,94,95,91,93,Drink or hold
Italy,Tuscany/Bolgheri,2012,90,89,93,91,Drink or hold
Italy,Tuscany/Bolgheri,2011,95,88,93,92,Drink or hold
Italy,Tuscany/Bolgheri,2010,90,94,96,93,Drink or hold
Italy,Tuscany/Bolgheri,2009,91,97,95,94,Drink
Italy,Tuscany/Bolgheri,2008,93,92,93,93,Drink
Italy,Tuscany/Bolgheri,2007,95,94,94,94,Drink
Italy,Tuscany/Bolgheri,2006,96,97,93,95,Drink
Italy,Tuscany/Bolgheri,2005,91,93,93,92,Drink
Italy,Tuscany/Bolgheri,2004,92,95,94,94,Drink
Italy,Tuscany/Bolgheri,2003,88,78,90,85,Drink
Italy,Tuscany/Bolgheri,2002,85,80,83,83,Drink
Italy,Tuscany/Bolgheri,2001,96,94,97,96,Drink
Italy,Tuscany/Bolgheri,2000,89,92,89,90,Drink
Italy,Tuscany/Bolgheri,1999,93,94,90,92,Drink
Italy,Tuscany/Bolgheri,1998,98,94,93,95,Drink
Italy,Tuscany/Bolgheri,1997,97,97,90,95,Drink
Italy,Tuscany/Bolgheri,1996,90,89,90,90,Drink
Italy,Tuscany/Bolgheri,1995,90,90,93,91,Drink
Italy,Tuscany/Brunello di Montalcino,2016,97,98,93,96,Drink or hold
Italy,Tuscany/Brunello di Montalcino,2015,95,97,91,94,Drink or hold
Italy,Tuscany/Brunello di Montalcino,2014,89,87,83,86,Drink or hold
Italy,Tuscany/Brunello di Montalcino,2013,94,97,91,94,Drink or hold
Italy,Tuscany/Brunello di Montalcino,2012,96,90,92,93,Drink or hold
Italy,Tuscany/Brunello di Montalcino,2011,91,91,93,92,Drink
Italy,Tuscany/Brunello di Montalcino,2010,98,98,98,98,Hold
Italy,Tuscany/Brunello di Montalcino,2009,89,93,95,92,Drink
Italy,Tuscany/Brunello di Montalcino,2008,91,93,92,92,Drink or hold
Italy,Tuscany/Brunello di Montalcino,2007,93,96,97,95,Drink or hold
Italy,Tuscany/Brunello di Montalcino,2006,95,97,97,96,Drink or hold
Italy,Tuscany/Brunello di Montalcino,2005,89,88,92,90,Drink
Italy,Tuscany/Brunello di Montalcino,2004,97,95,94,95,Drink or hold
Italy,Tuscany/Brunello di Montalcino,2003,88,84,87,86,Drink
Italy,Tuscany/Brunello di Montalcino,2002,78,75,83,79,Past peak
Italy,Tuscany/Brunello di Montalcino,2001,98,94,91,94,Drink
Italy,Tuscany/Brunello di Montalcino,2000,88,93,89,90,Drink
Italy,Tuscany/Brunello di Montalcino,1999,97,95,94,95,Drink
Italy,Tuscany/Brunello di Montalcino,1998,91,88,90,90,Drink
Italy,Tuscany/Brunello di Montalcino,1997,99,95,98,97,Drink
Italy,Tuscany/Brunello di Montalcino,1996,85,88,86,86,Drink
Italy,Tuscany/Brunello di Montalcino,1995,92,93,96,94,Drink
Italy,Tuscany/Chianti and Chianti Classico,2018,90,88,88,89,Hold
Italy,Tuscany/Chianti and Chianti Classico,2017,90,87,88,88,Drink or hold
Italy,Tuscany/Chianti and Chianti Classico,2016,97,97,92,95,Drink or hold
Italy,Tuscany/Chianti and Chianti Classico,2015,97,95,92,95,Drink or hold
Italy,Tuscany/Chianti and Chianti Classico,2014,88,88,83,86,Drink or hold
Italy,Tuscany/Chianti and Chianti Classico,2013,93,96,91,93,Drink or hold
Italy,Tuscany/Chianti and Chianti Classico,2012,89,89,91,90,Drink or hold
Italy,Tuscany/Chianti and Chianti Classico,2011,93,88,92,91,Drink or hold
Italy,Tuscany/Chianti and Chianti Classico,2010,92,96,96,95,Drink or hold
Italy,Tuscany/Chianti and Chianti Classico,2009,89,94,94,92,Drink
Italy,Tuscany/Chianti and Chianti Classico,2008,89,90,93,91,Drink
Italy,Tuscany/Chianti and Chianti Classico,2007,94,93,94,94,Drink
Italy,Tuscany/Chianti and Chianti Classico,2006,93,96,93,94,Drink
Italy,Tuscany/Chianti and Chianti Classico,2005,88,89,91,89,Drink
Italy,Tuscany/Chianti and Chianti Classico,2004,89,93,93,92,Drink
Italy,Tuscany/Chianti and Chianti Classico,2003,91,86,91,89,Drink
Italy,Tuscany/Chianti and Chianti Classico,2002,79,75,83,79,Past peak
Italy,Tuscany/Chianti and Chianti Classico,2001,92,93,95,93,Drink
Italy,Tuscany/Chianti and Chianti Classico,2000,88,90,91,90,Drink
Italy,Tuscany/Chianti and Chianti Classico,1999,94,94,96,95,Drink
Italy,Tuscany/Chianti and Chianti Classico,1998,89,88,91,89,Drink
Italy,Tuscany/Chianti and Chianti Classico,1997,97,95,97,96,Drink
Italy,Tuscany/Chianti and Chianti Classico,1996,90,88,90,89,Drink
Italy,Tuscany/Chianti and Chianti Classico,1995,88,89,96,91,Drink
New Zealand,Pinot Noir,2018,91,90,89,90,Drink or hold
New Zealand,Pinot Noir,2017,90,86,90,89,Drink or hold
New Zealand,Pinot Noir,2016,93,92,92,92,Drink or hold
New Zealand,Pinot Noir,2015,92,86,91,90,Drink or hold
New Zealand,Pinot Noir,2014,91,88,90,90,Drink or hold
New Zealand,Pinot Noir,2013,92,90,93,92,Drink or hold
New Zealand,Pinot Noir,2012,91,91,89,90,Drink or hold
New Zealand,Pinot Noir,2011,90,88,94,91,Drink
New Zealand,Pinot Noir,2010,92,91,91,91,Drink
New Zealand,Pinot Noir,2009,88,89,92,90,Drink
New Zealand,Pinot Noir,2008,85,81,88,85,Drink
New Zealand,Pinot Noir,2007,89,91,93,91,Drink
New Zealand,Pinot Noir,2006,85,90,88,88,Drink
New Zealand,Pinot Noir,2005,89,86,93,89,Drink
New Zealand,Pinot Noir,2004,85,83,87,85,Drink
New Zealand,Pinot Noir,2003,84,78,88,83,Drink
New Zealand,Pinot Noir,2002,85,87,91,88,Drink
New Zealand,Pinot Noir,2001,85,80,88,84,Drink
New Zealand,Pinot Noir,1998,90,90,87,89,Drink
Portugal,Douro Valley Reds,2017,94,95,95,95,Hold
Portugal,Douro Valley Reds,2016,94,92,96,94,Hold
Portugal,Douro Valley Reds,2015,93,92,96,94,Drink or hold
Portugal,Douro Valley Reds,2014,88,85,89,87,Drink or hold
Portugal,Douro Valley Reds,2013,89,89,89,89,Drink or hold
Portugal,Douro Valley Reds,2012,90,88,94,91,Drink or hold
Portugal,Douro Valley Reds,2011,97,94,95,95,Drink or hold
Portugal,Douro Valley Reds,2010,89,88,93,90,Drink
Portugal,Douro Valley Reds,2009,91,91,95,92,Drink
Portugal,Douro Valley Reds,2008,94,89,90,91,Drink or hold
Portugal,Douro Valley Reds,2007,96,93,94,94,Drink
Portugal,Douro Valley Reds,2006,90,83,88,87,Drink
Portugal,Douro Valley Reds,2005,94,90,91,92,Drink
Portugal,Douro Valley Reds,2004,93,93,89,92,Drink
Portugal,Douro Valley Reds,2003,91,89,92,91,Drink
Portugal,Douro Valley Reds,2002,81,80,83,81,Past peak
Portugal,Douro Valley Reds,2001,89,89,85,88,Drink
Portugal,Douro Valley Reds,2000,94,94,90,93,Drink
Portugal,Vintage Port,2017,98,97,96,97,Hold
Portugal,Vintage Port,2016,96,93,99,96,Hold
Portugal,Vintage Port,2015,93,91,96,93,Hold
Portugal,Vintage Port,2014,89,85,88,87,Hold
Portugal,Vintage Port,2013,90,89,89,89,Drink or hold
Portugal,Vintage Port,2012,88,88,90,89,Drink or hold
Portugal,Vintage Port,2011,99,98,100,99,Hold
Portugal,Vintage Port,2010,91,91,92,91,Hold
Portugal,Vintage Port,2009,91,91,96,93,Hold
Portugal,Vintage Port,2008,90,89,89,89,Drink
Portugal,Vintage Port,2007,98,96,93,96,Hold
Portugal,Vintage Port,2003,98,94,89,94,Hold
Portugal,Vintage Port,2000,97,92,91,93,Hold
Portugal,Vintage Port,1997,96,90,93,93,Drink or hold
Portugal,Vintage Port,1995,92,92,91,92,Drink or hold
Portugal,Vintage Port,1994,99,96,97.5,98,Drink or hold
Portugal,Vintage Port,1992,94,95,94.5,95,Drink or hold
Portugal,Vintage Port,1991,93,909,501,501,Drink or hold
Portugal,Vintage Port,1987,88,90,89,89,Drink
Portugal,Vintage Port,1985,93,92,92.5,93,Drink
Portugal,Vintage Port,1983,92,92,92,92,Drink or hold
Portugal,Vintage Port,1982,84,86,85,85,Drink
Portugal,Vintage Port,1980,90,84,87,87,Drink or hold
Portugal,Vintage Port,1978,84,83,83.5,84,Past peak
Portugal,Vintage Port,1977,97,95,96,96,Drink or hold
Portugal,Vintage Port,1975,80,82,81,81,Past peak
Portugal,Vintage Port,1970,95,92,93.5,94,Drink
Portugal,Vintage Port,1967,88,88,88,88,Drink
Portugal,Vintage Port,1966,93,92,92.5,93,Drink or hold
Portugal,Vintage Port,1963,98,96,97,97,Drink or hold
South Africa,South Africa,2017,93,96,95,95,Drink or hold
South Africa,South Africa,2016,88,91,91,90,Drink or hold
South Africa,South Africa,2015,93,96,95,95,Drink or hold
South Africa,South Africa,2014,87,92,88,89,Drink
South Africa,South Africa,2013,89,93,89,90,Drink
South Africa,South Africa,2012,91,91,90,91,Drink or hold
South Africa,South Africa,2011,90,89,89,89,Drink
South Africa,South Africa,2010,87,91,87,88,Drink
South Africa,South Africa,2009,93,93,94,93,Drink
South Africa,South Africa,2008,87,88,88,88,Drink
South Africa,South Africa,2007,88,90,91,90,Drink
South Africa,South Africa,2006,90,92,92,91,Drink
South Africa,South Africa,2005,93,87,90,90,Drink
South Africa,South Africa,2004,87,88,89,88,Drink
South Africa,South Africa,2003,91,90,93,91,Drink
South Africa,South Africa,2002,84,85,87,85,Past peak
South Africa,South Africa,2001,91,92,92,92,Drink
South Africa,South Africa,2000,90,90,93,91,Drink
South Africa,South Africa,1999,87,89,92,89,Past peak
Spain,Priorat,2018,90,91,85,89,Drink or hold
Spain,Priorat,2017,90,94,87,90,Drink or hold
Spain,Priorat,2016,94,92,93,93,Drink or hold
Spain,Priorat,2015,93,92,92,92,Drink or hold
Spain,Priorat,2014,90,93,87,90,Drink or hold
Spain,Priorat,2013,91,97,88,92,Drink
Spain,Priorat,2012,91,91,89,90,Drink
Spain,Priorat,2011,88,88,91,89,Drink
Spain,Priorat,2010,94,95,92,94,Drink
Spain,Priorat,2009,90,90,90,90,Drink
Spain,Priorat,2008,87,91,87,88,Drink
Spain,Priorat,2007,89,90,85,88,Drink
Spain,Priorat,2006,90,88,87,88,Drink
Spain,Priorat,2005,93,94,94,94,Drink or hold
Spain,Priorat,2004,93,94,91,93,Drink or hold
Spain,Priorat,2003,89,90,86,88,Drink
Spain,Priorat,2002,89,89,85,88,Drink
Spain,Priorat,2001,95,95,93,94,Drink or hold
Spain,Priorat,2000,92,90,89,90,Drink
Spain,Ribera del Duero,2018,93,95,87,92,Drink or hold
Spain,Ribera del Duero,2017,86,90,87,88,Drink or hold
Spain,Ribera del Duero,2016,93,96,93,94,Drink or hold
Spain,Ribera del Duero,2015,92,92,93,92,Drink or hold
Spain,Ribera del Duero,2014,92,93,85,90,Drink or hold
Spain,Ribera del Duero,2013,84,90,84,86,Drink
Spain,Ribera del Duero,2012,91,93,91,92,Drink or hold
Spain,Ribera del Duero,2011,91,89,93,91,Drink or hold
Spain,Ribera del Duero,2010,94,96,95,95,Drink or hold
Spain,Ribera del Duero,2009,92,94,92,93,Drink or hold
Spain,Ribera del Duero,2008,87,91,85,88,Drink
Spain,Ribera del Duero,2007,86,90,85,87,Drink
Spain,Ribera del Duero,2006,88,88,88,88,Drink
Spain,Ribera del Duero,2005,95,93,94,94,Drink or hold
Spain,Ribera del Duero,2004,96,95,92,94,Drink or hold
Spain,Ribera del Duero,2003,89,88,84,87,Drink
Spain,Ribera del Duero,2002,85,80,86,84,Drink
Spain,Ribera del Duero,2001,94,95,93,94,Drink or hold
Spain,Ribera del Duero,2000,92,87,88,89,Drink
Spain,Ribera del Duero,1999,90,88,89,89,Past peak
Spain,Ribera del Duero,1998,90,88,88,89,Drink or hold
Spain,Ribera del Duero,1997,86,86,87,86,Drink
Spain,Ribera del Duero,1996,90,92,89,90,Drink
Spain,Ribera del Duero,1995,90,90,95,92,Drink
Spain,Rioja,2018,90,94,86,90,Drink or hold
Spain,Rioja,2017,86,93,86,88,Drink or hold
Spain,Rioja,2016,91,95,95,94,Drink or hold
Spain,Rioja,2015,91,94,92,92,Drink or hold
Spain,Rioja,2014,89,91,84,88,Drink or hold
Spain,Rioja,2013,89,90,85,88,Drink
Spain,Rioja,2012,90,92,92,91,Drink or hold
Spain,Rioja,2011,89,88,93,90,Drink
Spain,Rioja,2010,94,95,97,95,Drink or hold
Spain,Rioja,2009,91,92,91,91,Drink or hold
Spain,Rioja,2008,88,90,86,88,Drink
Spain,Rioja,2007,84,89,86,86,Drink
Spain,Rioja,2006,82,85,88,85,Drink
Spain,Rioja,2005,93,92,93,93,Drink or hold
Spain,Rioja,2004,93,95,94,94,Drink or hold
Spain,Rioja,2003,86,87,84,86,Drink
Spain,Rioja,2002,84,76,84,81,Past peak
Spain,Rioja,2001,93,94,95,94,Drink or hold
Spain,Rioja,2000,85,86,87,86,Drink
Spain,Rioja,1999,86,86,90,87,Drink
Spain,Rioja,1998,81,82,88,84,Past peak
Spain,Rioja,1997,86,86,85,86,Drink
Spain,Rioja,1996,88,87,89,88,Drink
Spain,Rioja,1995,91,90,95,92,Drink
United States,California/Cabernet/Napa,2017,91,86,90,89,Hold
United States,California/Cabernet/Napa,2016,98,98,95,97,Hold
United States,California/Cabernet/Napa,2015,94,97,95,95,Drink or hold
United States,California/Cabernet/Napa,2014,95,93,94,94,Drink or hold
United States,California/Cabernet/Napa,2013,97,98,95,97,Drink or hold
United States,California/Cabernet/Napa,2012,96,96,95,96,Drink or hold
United States,California/Cabernet/Napa,2011,86,82,89,86,Drink or hold
United States,California/Cabernet/Napa,2010,96,95,89,93,Drink or hold
United States,California/Cabernet/Napa,2009,96,94,89,93,Drink or hold
United States,California/Cabernet/Napa,2008,96,94,92,94,Drink or hold
United States,California/Cabernet/Napa,2007,97,96,95,96,Drink or hold
United States,California/Cabernet/Napa,2006,95,91,90,92,Drink
United States,California/Cabernet/Napa,2005,92,95,95,94,Drink
United States,California/Cabernet/Napa,2004,95,91,90,92,Drink
United States,California/Cabernet/Napa,2003,85,92,90,89,Drink
United States,California/Cabernet/Napa,2002,93,95,93,94,Drink
United States,California/Cabernet/Napa,2001,93,96,98,96,Drink
United States,California/Cabernet/Napa,2000,85,78,85,83,Drink
United States,California/Cabernet/Napa,1999,97,93,93,94,Drink
United States,California/Cabernet/Napa,1998,84,85,85,85,Past peak
United States,California/Cabernet/Napa,1997,99,94,96,96,Drink
United States,California/Cabernet/Napa,1996,96,90,93,93,Drink
United States,California/Cabernet/Napa,1995,97,94,95,95,Drink
United States,California/Cabernet/Napa,1994,97,95,96,96,Drink
United States,California/Cabernet/Napa,1993,88,90,89,89,Drink
United States,California/Cabernet/Napa,1992,93,90,91.5,92,Drink
United States,California/Cabernet/Napa,1991,91,94,92.5,93,Drink
United States,California/Cabernet/Napa,1990,90,94,92,92,Drink
United States,California/Chardonnay/Carneros,2018,92,92,92,92,Drink
United States,California/Chardonnay/Carneros,2017,94,94,92,93,Drink
United States,California/Chardonnay/Carneros,2016,90,90,92,91,Drink
United States,California/Chardonnay/Carneros,2015,90,90,90,90,Drink
United States,California/Chardonnay/Carneros,2014,92,92,94,93,Drink
United States,California/Chardonnay/Carneros,2013,93,93,93,93,Drink
United States,California/Chardonnay/Carneros,2012,90,90,92,91,Drink
United States,California/Chardonnay/Carneros,2011,86,86,88,87,Drink
United States,California/Chardonnay/Carneros,2010,88,88,88,88,Drink
United States,California/Chardonnay/Carneros,2009,90,90,87,89,Drink
United States,California/Chardonnay/Carneros,2008,89,89,89,89,Drink
United States,California/Chardonnay/Carneros,2007,96,96,91,94,Drink
United States,California/Chardonnay/Carneros,2006,90,90,85,88,Drink
United States,California/Chardonnay/Carneros,2005,83,83,87,84,Drink
United States,California/Chardonnay/Carneros,2004,92,92,92,92,Drink
United States,California/Chardonnay/Carneros,2003,90,90,91,90,Drink
United States,California/Chardonnay/Carneros,2002,96,96,95,96,Drink
United States,California/Chardonnay/Carneros,2001,93,93,93,93,Drink
United States,California/Chardonnay/Carneros,2000,96,96,89,94,Drink
United States,California/Chardonnay/Carneros,1999,89,89,89,89,Drink
United States,California/Chardonnay/Carneros,1998,84,84,85,84,Drink
United States,California/Chardonnay/Carneros,1997,98,98,91,96,Drink
United States,California/Chardonnay/Carneros,1996,96,96,90,94,Drink
United States,California/Chardonnay/Napa,2018,90,90,93,91,Drink
United States,California/Chardonnay/Napa,2017,90,94,90,91,Drink
United States,California/Chardonnay/Napa,2016,89,94,94,92,Drink
United States,California/Chardonnay/Napa,2015,89,96,90,92,Drink
United States,California/Chardonnay/Napa,2014,92,94,92,93,Drink
United States,California/Chardonnay/Napa,2013,93,93,91,92,Drink
United States,California/Chardonnay/Napa,2012,94,94,91,93,Drink
United States,California/Chardonnay/Napa,2011,89,88,87,88,Drink
United States,California/Chardonnay/Napa,2010,92,91,87,90,Drink
United States,California/Chardonnay/Napa,2009,94,90,88,91,Drink
United States,California/Chardonnay/Napa,2008,88,88,87,88,Drink
United States,California/Chardonnay/Napa,2007,95,92,90,92,Drink
United States,California/Chardonnay/Napa,2006,88,87,86,87,Drink
United States,California/Chardonnay/Napa,2005,89,94,86,90,Drink
United States,California/Chardonnay/Napa,2004,92,92,85,90,Drink
United States,California/Chardonnay/Napa,2003,89,91,85,88,Drink
United States,California/Chardonnay/Napa,2002,94,90,90,91,Drink
United States,California/Chardonnay/Napa,2001,87,90,90,89,Drink
United States,California/Chardonnay/Napa,2000,87,87,88,87,Drink
United States,California/Chardonnay/Napa,1999,87,89,88,88,Drink
United States,California/Chardonnay/Napa,1998,84,89,87,87,Drink
United States,California/Chardonnay/Napa,1997,96,92,94,94,Drink
United States,California/Chardonnay/Napa,1996,95,90,90,92,Drink
United States,California/Chardonnay/Napa,1995,92,92,92,92,Drink
United States,California/Chardonnay/Santa Barbara,2018,93,93,93,93,Drink
United States,California/Chardonnay/Santa Barbara,2017,91,91,93,92,Drink
United States,California/Chardonnay/Santa Barbara,2016,89,89,93,90,Drink
United States,California/Chardonnay/Santa Barbara,2015,90,90,92,91,Drink
United States,California/Chardonnay/Santa Barbara,2014,87,87,93,89,Drink
United States,California/Chardonnay/Santa Barbara,2013,88,88,93,90,Drink
United States,California/Chardonnay/Santa Barbara,2012,88,88,93,90,Drink
United States,California/Chardonnay/Santa Barbara,2011,85,85,92,87,Drink
United States,California/Chardonnay/Santa Barbara,2010,87,87,92,89,Drink
United States,California/Chardonnay/Santa Barbara,2009,91,91,90,91,Drink
United States,California/Chardonnay/Santa Barbara,2008,91,90,91,91,Drink
United States,California/Chardonnay/Santa Barbara,2007,89,89,92,90,Drink
United States,California/Chardonnay/Santa Barbara,2006,82,82,90,85,Drink
United States,California/Chardonnay/Santa Barbara,2005,86,86,89,87,Drink
United States,California/Chardonnay/Santa Barbara,2004,89,89,92,90,Drink
United States,California/Chardonnay/Santa Barbara,2003,88,88,92,89,Drink
United States,California/Chardonnay/Santa Barbara,2002,92,92,94,93,Drink
United States,California/Chardonnay/Santa Barbara,2001,89,89,91,90,Drink
United States,California/Chardonnay/Santa Barbara,2000,86,86,88,87,Drink
United States,California/Chardonnay/Santa Barbara,1999,93,93,91,92,Drink
United States,California/Chardonnay/Santa Barbara,1998,83,83,88,85,Drink
United States,California/Chardonnay/Santa Barbara,1997,96,96,95,96,Drink
United States,California/Chardonnay/Santa Barbara,1996,98,98,90,95,Drink
United States,California/Chardonnay/Sonoma,2018,95,95,94,95,Drink
United States,California/Chardonnay/Sonoma,2017,93,93,94,93,Drink
United States,California/Chardonnay/Sonoma,2016,90,90,91,90,Drink
United States,California/Chardonnay/Sonoma,2015,90,90,89,90,Drink
United States,California/Chardonnay/Sonoma,2014,92,92,91,92,Drink
United States,California/Chardonnay/Sonoma,2013,93,93,93,93,Drink
United States,California/Chardonnay/Sonoma,2012,93,93,94,93,Drink
United States,California/Chardonnay/Sonoma,2011,87,87,88,87,Drink
United States,California/Chardonnay/Sonoma,2010,92,92,91,92,Drink
United States,California/Chardonnay/Sonoma,2009,95,95,94,95,Drink
United States,California/Chardonnay/Sonoma,2007,96,96,92,95,Drink
United States,California/Chardonnay/Sonoma,2006,94,94,92,93,Drink
United States,California/Chardonnay/Sonoma,2005,95,95,94,95,Drink
United States,California/Chardonnay/Sonoma,2004,99,99,98,99,Drink
United States,California/Chardonnay/Sonoma,2003,88,88,89,88,Drink
United States,California/Chardonnay/Sonoma,2002,99,99,98,99,Drink
United States,California/Chardonnay/Sonoma,2001,94,94,92,93,Drink
United States,California/Chardonnay/Sonoma,2000,89,89,90,89,Drink
United States,California/Chardonnay/Sonoma,1999,94,94,95,94,Drink
United States,California/Chardonnay/Sonoma,1998,86,86,87,86,Drink
United States,California/Chardonnay/Sonoma,1997,95,95,95,95,Drink
United States,California/Chardonnay/Sonoma,1996,95,95,95,95,Drink
United States,California/Merlot/Napa,2016,94,94,95,94,Drink or hold
United States,California/Merlot/Napa,2015,91,91,92,91,Drink or hold
United States,California/Merlot/Napa,2014,92,92,93,92,Drink or hold
United States,California/Merlot/Napa,2013,90,90,93,91,Drink or hold
United States,California/Merlot/Napa,2012,91,91,88,90,Drink
United States,California/Merlot/Napa,2011,87,87,90,88,Drink
United States,California/Merlot/Napa,2010,87,87,86,87,Drink
United States,California/Merlot/Napa,2009,94,94,96,95,Drink or hold
United States,California/Merlot/Napa,2008,89,89,90,89,Drink
United States,California/Merlot/Napa,2007,89,89,87,88,Drink
United States,California/Merlot/Napa,2006,92,92,94,93,Drink
United States,California/Merlot/Napa,2005,89,89,89,89,Drink
United States,California/Merlot/Napa,2004,87,87,89,88,Drink
United States,California/Merlot/Napa,2003,85,85,87,86,Past peak
United States,California/Merlot/Napa,2002,89,89,88,89,Past peak
United States,California/Merlot/Napa,2001,87,87,87,87,Past peak
United States,California/Merlot/Napa,2000,83,83,87,84,Past peak
United States,California/Merlot/Napa,1999,87,87,90,88,Past peak
United States,California/Merlot/Napa,1998,82,82,79,81,Past peak
United States,California/Merlot/Napa,1997,86,86,83,85,Past peak
United States,California/Merlot/Napa,1996,88,88,90,89,Past peak
United States,California/Merlot/Sonoma,2016,94,94,92,93,Drink or hold
United States,California/Merlot/Sonoma,2015,88,88,86,87,Drink or hold
United States,California/Merlot/Sonoma,2014,89,89,90,89,Drink or hold
United States,California/Merlot/Sonoma,2013,88,88,90,89,Drink or hold
United States,California/Merlot/Sonoma,2012,89,89,88,89,Drink
United States,California/Merlot/Sonoma,2011,83,83,85,84,Drink
United States,California/Merlot/Sonoma,2010,84,84,88,85,Drink
United States,California/Merlot/Sonoma,2009,86,86,88,87,Drink or hold
United States,California/Merlot/Sonoma,2008,85,85,82,84,Drink
United States,California/Merlot/Sonoma,2007,85,85,87,86,Drink
United States,California/Merlot/Sonoma,2006,85,85,87,86,Drink
United States,California/Merlot/Sonoma,2005,89,89,92,90,Drink
United States,California/Merlot/Sonoma,2004,88,88,85,87,Drink
United States,California/Merlot/Sonoma,2003,80,80,82,81,Past peak
United States,California/Merlot/Sonoma,2002,81,81,84,82,Past peak
United States,California/Merlot/Sonoma,2001,83,83,87,84,Past peak
United States,California/Merlot/Sonoma,2000,80,80,76,79,Past peak
United States,California/Merlot/Sonoma,1999,81,81,76,79,Past peak
United States,California/Merlot/Sonoma,1998,79,79,76,78,Past peak
United States,California/Merlot/Sonoma,1997,86,86,89,87,Past peak
United States,California/Merlot/Sonoma,1996,82,82,84,83,Past peak
United States,California/Pinot Noir/Anderson Valley,2017,88,88,90,89,Drink or hold
United States,California/Pinot Noir/Anderson Valley,2016,92,92,94,93,Drink or hold
United States,California/Pinot Noir/Anderson Valley,2015,87,87,94,89,Drink or hold
United States,California/Pinot Noir/Anderson Valley,2014,88,88,93,90,Drink or hold
United States,California/Pinot Noir/Anderson Valley,2013,87,87,95,90,Drink or hold
United States,California/Pinot Noir/Anderson Valley,2012,89,89,96,91,Drink
United States,California/Pinot Noir/Anderson Valley,2011,86,86,91,88,Drink
United States,California/Pinot Noir/Anderson Valley,2010,88,88,93,90,Drink
United States,California/Pinot Noir/Anderson Valley,2009,92,92,93,92,Drink
United States,California/Pinot Noir/Anderson Valley,2008,80,80,92,84,Drink
United States,California/Pinot Noir/Anderson Valley,2007,91,91,95,92,Drink
United States,California/Pinot Noir/Anderson Valley,2005,93,93,94,93,Drink
United States,California/Pinot Noir/Anderson Valley,2004,94,94,90,93,Drink
United States,California/Pinot Noir/Anderson Valley,2003,94,94,90,93,Drink
United States,California/Pinot Noir/Anderson Valley,2002,86,86,87,86,Drink
United States,California/Pinot Noir/Anderson Valley,2001,84,84,87,85,Drink
United States,California/Pinot Noir/Anderson Valley,2000,85,85,88,86,Drink
United States,California/Pinot Noir/Carneros,2017,91,91,91,91,Drink or hold
United States,California/Pinot Noir/Carneros,2016,90,90,92,91,Drink or hold
United States,California/Pinot Noir/Carneros,2015,87,87,91,88,Drink or hold
United States,California/Pinot Noir/Carneros,2014,88,88,93,90,Drink or hold
United States,California/Pinot Noir/Carneros,2013,88,88,94,90,Drink or hold
United States,California/Pinot Noir/Carneros,2012,87,87,93,89,Drink
United States,California/Pinot Noir/Carneros,2011,87,87,87,87,Drink
United States,California/Pinot Noir/Carneros,2010,88,88,90,89,Drink
United States,California/Pinot Noir/Carneros,2009,91,91,89,90,Drink
United States,California/Pinot Noir/Carneros,2008,90,90,90,90,Drink
United States,California/Pinot Noir/Carneros,2007,92,94,94,93,Drink
United States,California/Pinot Noir/Carneros,2006,82,82,86,83,Drink
United States,California/Pinot Noir/Carneros,2005,84,84,93,87,Drink
United States,California/Pinot Noir/Carneros,2004,85,85,89,86,Drink
United States,California/Pinot Noir/Carneros,2003,83,83,89,85,Drink
United States,California/Pinot Noir/Carneros,2002,84,84,85,84,Drink
United States,California/Pinot Noir/Carneros,2001,84,84,87,85,Drink
United States,California/Pinot Noir/Carneros,2000,81,81,85,82,Drink
United States,California/Pinot Noir/Carneros,1999,82,82,87,84,Drink
United States,California/Pinot Noir/Carneros,1998,81,81,83,82,Drink
United States,California/Pinot Noir/Carneros,1997,82,82,85,83,Drink
United States,California/Pinot Noir/Carneros,1996,81,81,86,83,Drink
United States,California/Pinot Noir/Santa Barbara,2017,89,89,93,90,Drink or hold
United States,California/Pinot Noir/Santa Barbara,2016,91,91,91,91,Drink or hold
United States,California/Pinot Noir/Santa Barbara,2015,91,91,94,92,Drink or hold
United States,California/Pinot Noir/Santa Barbara,2014,89,89,93,90,Drink or hold
United States,California/Pinot Noir/Santa Barbara,2013,86,86,93,88,Drink or hold
United States,California/Pinot Noir/Santa Barbara,2012,85,85,94,88,Drink
United States,California/Pinot Noir/Santa Barbara,2011,87,87,90,88,Drink
United States,California/Pinot Noir/Santa Barbara,2010,94,94,92,93,Drink
United States,California/Pinot Noir/Santa Barbara,2009,90,90,91,90,Drink
United States,California/Pinot Noir/Santa Barbara,2008,89,89,92,90,Drink
United States,California/Pinot Noir/Santa Barbara,2007,93,93,95,94,Drink
